,title,brand,category,custom_label_0,custom_label_1,custom_label_2,feature
128,Agnisie Pick Any 1 Pleated Saree,Agnisie,Apparel & Accessories,Women,Ethnic Wear,Sarees & Blouses,agnisie pick any 1 pleated saree apparel & accessories agnisie women ethnic wear sarees & blouses
129,Pick Any 1 Party Wear Chiffon Saree by Indian Beauty,Indian Beauty,Apparel & Accessories,Women,Ethnic Wear,Sarees & Blouses,pick any 1 party wear chiffon saree by indian beauty apparel & accessories indian beauty women ethnic wear sarees & blouses
130,3 Pan Food Warmer,Clearline,Home & Garden,Electronics & Appliances,Kitchen Appliances,Food Warmer,3 pan food warmer home & garden clearline electronics & appliances kitchen appliances food warmer
131,Electric Heated Double Bed Blanket,Nxt Homez,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,electric heated double bed blanket home & garden nxt homez home & kitchen furnishings & furniture bed linen
132,Pick Any 1 Casual Shoes by Arkour,Arkour,Apparel & Accessories,Men,Footwear,Casual Shoes,pick any 1 casual shoes by arkour apparel & accessories arkour men footwear casual shoes
133,Pick Any 1 Embroidered Saree,Brijraj,Apparel & Accessories,Women,Ethnic Wear,Sarees & Blouses,pick any 1 embroidered saree apparel & accessories brijraj women ethnic wear sarees & blouses
134,1 Full Sleeve + 1 Sleeveless Fleece Jacket,Zouk,Apparel & Accessories,Women,Winter Wear,Jackets & Sweatshirts,1 full sleeve + 1 sleeveless fleece jacket apparel & accessories zouk women winter wear jackets & sweatshirts
135,750 Watts Mixer Grinder with 3 Jars + Juice Extractor,Butterfly,Home & Garden,Electronics & Appliances,Kitchen Appliances,Mixer Juicer Grinder,750 watts mixer grinder with 3 jars + juice extractor home & garden butterfly electronics & appliances kitchen appliances mixer juicer grinder
136,Pick Any 1 - Jacquard Banarasi Sarees by Indian Beauty,Indian Beauty,Apparel & Accessories,Women,Ethnic Wear,Sarees & Blouses,pick any 1 - jacquard banarasi sarees by indian beauty apparel & accessories indian beauty women ethnic wear sarees & blouses
137,36 Pc. Kitchen Storage Solution,Steelo,Home & Garden,Home & Kitchen,Kitchen & Dining,Kitchen Tools,36 pc. kitchen storage solution home & garden steelo home & kitchen kitchen & dining kitchen tools
138,Prestige Spray Mop with 3 Attachments,Prestige,Home & Garden,Home & Kitchen,Home Improvement,Sweepers & Mops,prestige spray mop with 3 attachments home & garden prestige home & kitchen home improvement sweepers & mops
139,Pack of 3 Art Silk Sarees by Indian Beauty,Indian Beauty,Apparel & Accessories,Women,Ethnic Wear,Sarees & Blouses,pack of 3 art silk sarees by indian beauty apparel & accessories indian beauty women ethnic wear sarees & blouses
140,Inalsa Hair Dryer + Straightener,Inalsa,Health & Beauty,Electronics & Appliances,Personal Care Appliances,Hair Dryer & Straightener,inalsa hair dryer + straightener health & beauty inalsa electronics & appliances personal care appliances hair dryer & straightener
141,Crystal 6 Pc. Non-Stick Cookware 2 Color Options,Crystal,Home & Garden,Home & Kitchen,Kitchen & Dining,Cookware & Serveware,crystal 6 pc. non-stick cookware 2 color options home & garden crystal home & kitchen kitchen & dining cookware & serveware
142,Pack of 2 Washed Denims by Ruf & Tuf,Ruf & Tuf,Apparel & Accessories,Men,Bottom Wear,Jeans,pack of 2 washed denims by ruf & tuf apparel & accessories ruf & tuf men bottom wear jeans
143,Pick Any 1 Washed Denim by Ruf & Tuf,Ruf & Tuf,Apparel & Accessories,Men,Bottom Wear,Jeans,pick any 1 washed denim by ruf & tuf apparel & accessories ruf & tuf men bottom wear jeans
144,Pick Any 1 Double Bed Winter Heavy Blankets,IWS,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,pick any 1 double bed winter heavy blankets home & garden iws home & kitchen furnishings & furniture bed linen
145,3 Door Portable Wardrobe,Unique Dealz,Furniture,Home & Kitchen,Furnishings & Furniture,Furniture,3 door portable wardrobe furniture unique dealz home & kitchen furnishings & furniture furniture
146,Combo of 2 Door Mosquito Nets,Maxcare,Furniture,Home & Kitchen,Furnishings & Furniture,Furniture,combo of 2 door mosquito nets furniture maxcare home & kitchen furnishings & furniture furniture
147,Agnisie Pick Any 1 Lace Saree with 2 Blouse Pc,Agnisie,Apparel & Accessories,Women,Ethnic Wear,Sarees & Blouses,agnisie pick any 1 lace saree with 2 blouse pc apparel & accessories agnisie women ethnic wear sarees & blouses
148,Agnisie 5 Pc Orange Brocade Outfit,Agnisie,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,agnisie 5 pc orange brocade outfit apparel & accessories agnisie women ethnic wear kurtas & suits
149,Agnisie Pick Any 1 Half and Half Pleated Saree,Agnisie,Apparel & Accessories,Women,Ethnic Wear,Sarees & Blouses,agnisie pick any 1 half and half pleated saree apparel & accessories agnisie women ethnic wear sarees & blouses
150,Pick Any 1 Kurta Pyjama + WaistCoat,Skyshoppe,Apparel & Accessories,Men,Indian Wear,Kurta,pick any 1 kurta pyjama + waistcoat apparel & accessories skyshoppe men indian wear kurta
151,Agnisie 3 Digital Print blouses + 2 Sarees,Agnisie,Apparel & Accessories,Women,Ethnic Wear,Sarees & Blouses,agnisie 3 digital print blouses + 2 sarees apparel & accessories agnisie women ethnic wear sarees & blouses
152,Agnisie 4 Pc Multi Layered Outfit,Agnisie,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,agnisie 4 pc multi layered outfit apparel & accessories agnisie women ethnic wear kurtas & suits
153,Cotton Candy Maker,Unique Dealz,Home & Garden,Electronics & Appliances,Kitchen Appliances,Cotton Candy Maker,cotton candy maker home & garden unique dealz electronics & appliances kitchen appliances cotton candy maker
154,Dark Blue Art Silk Kurta Pyjama By Sanwara,Sanwara,Apparel & Accessories,Men,Indian Wear,Kurta,dark blue art silk kurta pyjama by sanwara apparel & accessories sanwara men indian wear kurta
155,Beige Art Silk Kurta Pyjama By Sanwara,Sanwara,Apparel & Accessories,Men,Indian Wear,Kurta,beige art silk kurta pyjama by sanwara apparel & accessories sanwara men indian wear kurta
156,Art Silk Kurta Pyjama By Sanwara,Sanwara,Apparel & Accessories,Men,Indian Wear,Kurta,art silk kurta pyjama by sanwara apparel & accessories sanwara men indian wear kurta
157,Teal Blue Textured Art Silk Kurta Pyjama Set by Sanwara,Sanwara,Apparel & Accessories,Men,Indian Wear,Kurta,teal blue textured art silk kurta pyjama set by sanwara apparel & accessories sanwara men indian wear kurta
158,Red Designer Art Silk Kurta Pyjama Set by Sanwara,Sanwara,Apparel & Accessories,Men,Indian Wear,Kurta,red designer art silk kurta pyjama set by sanwara apparel & accessories sanwara men indian wear kurta
159,Beige Designer Art Silk Kurta Pyjama Set by Sanwara,Sanwara,Apparel & Accessories,Men,Indian Wear,Kurta,beige designer art silk kurta pyjama set by sanwara apparel & accessories sanwara men indian wear kurta
160,Off White Designer Art Silk Kurta Pyjama Set by Sanwara,Sanwara,Apparel & Accessories,Men,Indian Wear,Kurta,off white designer art silk kurta pyjama set by sanwara apparel & accessories sanwara men indian wear kurta
161,Cream Banarasi Brocade Kurta Pyjama by Sanwara,Sanwara,Apparel & Accessories,Men,Indian Wear,Kurta,cream banarasi brocade kurta pyjama by sanwara apparel & accessories sanwara men indian wear kurta
162,Golden Banarasi Brocade Kurta Pyjama by Sanwara,Sanwara,Apparel & Accessories,Men,Indian Wear,Kurta,golden banarasi brocade kurta pyjama by sanwara apparel & accessories sanwara men indian wear kurta
163,Brown Banarasi Brocade Kurta Pyjama by Sanwara,Sanwara,Apparel & Accessories,Men,Indian Wear,Kurta,brown banarasi brocade kurta pyjama by sanwara apparel & accessories sanwara men indian wear kurta
164,Dark Blue Banarasi Brocade Kurta Pyjama by Sanwara,Sanwara,Apparel & Accessories,Men,Indian Wear,Kurta,dark blue banarasi brocade kurta pyjama by sanwara apparel & accessories sanwara men indian wear kurta
165,Blue Rain Drop Whiskered Washed Jeans,S. Premium,Apparel & Accessories,Men,Bottom Wear,Jeans,blue rain drop whiskered washed jeans apparel & accessories s. premium men bottom wear jeans
166,Grey-Blue Basic Jeans,S. Premium,Apparel & Accessories,Men,Bottom Wear,Jeans,grey-blue basic jeans apparel & accessories s. premium men bottom wear jeans
167,Dark Blue Whiskered Jeans,S. Premium,Apparel & Accessories,Men,Bottom Wear,Jeans,dark blue whiskered jeans apparel & accessories s. premium men bottom wear jeans
168,Teal Blue Whiskered Jeans,S. Premium,Apparel & Accessories,Men,Bottom Wear,Jeans,teal blue whiskered jeans apparel & accessories s. premium men bottom wear jeans
169,Blue Faded Whiskered Jeans,S. Premium,Apparel & Accessories,Men,Bottom Wear,Jeans,blue faded whiskered jeans apparel & accessories s. premium men bottom wear jeans
170,Blue Faded Jeans,S. Premium,Apparel & Accessories,Men,Bottom Wear,Jeans,blue faded jeans apparel & accessories s. premium men bottom wear jeans
171,Dark Blue Tinted Washed Jeans,S. Premium,Apparel & Accessories,Men,Bottom Wear,Jeans,dark blue tinted washed jeans apparel & accessories s. premium men bottom wear jeans
172,Dark Indigo Jeans,S. Premium,Apparel & Accessories,Men,Bottom Wear,Jeans,dark indigo jeans apparel & accessories s. premium men bottom wear jeans
173,Mid Blue Washed Jeans,S. Premium,Apparel & Accessories,Men,Bottom Wear,Jeans,mid blue washed jeans apparel & accessories s. premium men bottom wear jeans
174,Light Blue Washed Jeans,S. Premium,Apparel & Accessories,Men,Bottom Wear,Jeans,light blue washed jeans apparel & accessories s. premium men bottom wear jeans
175,Oxyglow Gold Facial Kit,Oxyglow,Health & Beauty,Women,Beauty & Personal Care,Body & Skin Care,oxyglow gold facial kit health & beauty oxyglow women beauty & personal care body & skin care
176,Set of 2 LED Motion Sensor Lights,Nxt Homez,Home & Garden,Home & Kitchen,Home Decor,Lamps & Lightings,set of 2 led motion sensor lights home & garden nxt homez home & kitchen home decor lamps & lightings
177,Touchstone Maharani Golden & Maroon Kundan Choker Set,Touchstone,Apparel & Accessories,Women,Jewellery,Artificial Jewellery,touchstone maharani golden & maroon kundan choker set apparel & accessories touchstone women jewellery artificial jewellery
178,Touchstone 6 Pairs of Earrings,Touchstone,Apparel & Accessories,Women,Jewellery,Artificial Jewellery,touchstone 6 pairs of earrings apparel & accessories touchstone women jewellery artificial jewellery
179,Touchstone Maharani Golden Kundan Choker Set,Touchstone,Apparel & Accessories,Women,Jewellery,Artificial Jewellery,touchstone maharani golden kundan choker set apparel & accessories touchstone women jewellery artificial jewellery
180,Touchstone Maharani Kundan & Meenakari Choker Set,Touchstone,Apparel & Accessories,Women,Jewellery,Artificial Jewellery,touchstone maharani kundan & meenakari choker set apparel & accessories touchstone women jewellery artificial jewellery
181,Karatcart Kundan Necklace Set,Karatcart,Apparel & Accessories,Women,Jewellery,Artificial Jewellery,karatcart kundan necklace set apparel & accessories karatcart women jewellery artificial jewellery
182,Touchstone Maharani Golden & Kundan Timeless Choker Set,Touchstone,Apparel & Accessories,Women,Jewellery,Artificial Jewellery,touchstone maharani golden & kundan timeless choker set apparel & accessories touchstone women jewellery artificial jewellery
183,Wegalife Beige Casual Shoes,Wegalife,Apparel & Accessories,Men,Footwear,Casual Shoes,wegalife beige casual shoes apparel & accessories wegalife men footwear casual shoes
184,Wegalife Black Sneakers,Wegalife,Apparel & Accessories,Men,Footwear,Casual Shoes,wegalife black sneakers apparel & accessories wegalife men footwear casual shoes
185,Organistick 3 Wear-to-Work Lip Shades,Organistick,Health & Beauty,Women,Beauty & Personal Care,Make up,organistick 3 wear-to-work lip shades health & beauty organistick women beauty & personal care make up
186,Organistick 3 Party Lip Shapes,Organistick,Health & Beauty,Women,Beauty & Personal Care,Make up,organistick 3 party lip shapes health & beauty organistick women beauty & personal care make up
187,Ziraffe Black Designer Shoes,Ziraffe,Apparel & Accessories,Men,Footwear,Formal Shoes,ziraffe black designer shoes apparel & accessories ziraffe men footwear formal shoes
188,Nomex Multi Purpose Steamer,Nomex,Home & Garden,Electronics & Appliances,Home Appliances,Iron,nomex multi purpose steamer home & garden nomex electronics & appliances home appliances iron
189,Lawman Brown Casual Lifestyle Shoes,Lawman,Apparel & Accessories,Men,Footwear,Casual Shoes,lawman brown casual lifestyle shoes apparel & accessories lawman men footwear casual shoes
190,Lawman Brown Casual Sneakers,Lawman,Apparel & Accessories,Men,Footwear,Casual Shoes,lawman brown casual sneakers apparel & accessories lawman men footwear casual shoes
191,Lawman Grey Casual Sneakers,Lawman,Apparel & Accessories,Men,Footwear,Casual Shoes,lawman grey casual sneakers apparel & accessories lawman men footwear casual shoes
192,Ziraffe Brown Genuine Leather Brogues,Ziraffe,Apparel & Accessories,Men,Footwear,Formal Shoes,ziraffe brown genuine leather brogues apparel & accessories ziraffe men footwear formal shoes
193,Lawman Black Boat Shoes,Lawman,Apparel & Accessories,Men,Footwear,Casual Shoes,lawman black boat shoes apparel & accessories lawman men footwear casual shoes
194,Ziraffe Oxford Formal Shoes Black,Ziraffe,Apparel & Accessories,Men,Footwear,Formal Shoes,ziraffe oxford formal shoes black apparel & accessories ziraffe men footwear formal shoes
195,Ziraffe Black Genuine Leather Brogues,Ziraffe,Apparel & Accessories,Men,Footwear,Formal Shoes,ziraffe black genuine leather brogues apparel & accessories ziraffe men footwear formal shoes
196,Lawman Brown Brogues,Lawman,Apparel & Accessories,Men,Footwear,Casual Shoes,lawman brown brogues apparel & accessories lawman men footwear casual shoes
197,Ziraffe Brown Oxford Shoes,Ziraffe,Apparel & Accessories,Men,Footwear,Formal Shoes,ziraffe brown oxford shoes apparel & accessories ziraffe men footwear formal shoes
198,Bissell Super Power Cyclonic Vacuum Cleaner,Bissell,Home & Garden,Home & Kitchen,Home Improvement,Sweepers & Mops,bissell super power cyclonic vacuum cleaner home & garden bissell home & kitchen home improvement sweepers & mops
199,Color Dose 10 Must-have Nail Paints,Classic Decor,Health & Beauty,Women,Beauty & Personal Care,Make up,color dose 10 must-have nail paints health & beauty classic decor women beauty & personal care make up
200,Lavennder Printed Cotton Quilted Jacket,Lavennder,Apparel & Accessories,Women,Winter Wear,Jackets & Sweatshirts,lavennder printed cotton quilted jacket apparel & accessories lavennder women winter wear jackets & sweatshirts
201,Lavennder Pink Quilted Jacket,Lavennder,Apparel & Accessories,Women,Winter Wear,Jackets & Sweatshirts,lavennder pink quilted jacket apparel & accessories lavennder women winter wear jackets & sweatshirts
202,Lavennder Checkered Quilted Coat,Lavennder,Apparel & Accessories,Women,Winter Wear,Jackets & Sweatshirts,lavennder checkered quilted coat apparel & accessories lavennder women winter wear jackets & sweatshirts
203,Lavennder Black Velvet Tunic,Lavennder,Women,Women,Western Wear,"T Shirts, Tops & Shirts","lavennder black velvet tunic women lavennder women western wear t shirts, tops & shirts"
204,Lavennder Black Jacket with Lace Panel,Lavennder,Apparel & Accessories,Women,Winter Wear,Jackets & Sweatshirts,lavennder black jacket with lace panel apparel & accessories lavennder women winter wear jackets & sweatshirts
205,Lavennder Red Sleeveless Winter Jacket,Lavennder,Apparel & Accessories,Women,Winter Wear,Jackets & Sweatshirts,lavennder red sleeveless winter jacket apparel & accessories lavennder women winter wear jackets & sweatshirts
